# AlignPro XYZ Point Cloud Survey Test Data
# Format: X, Y, Z (comma-separated)
118.630,-204.223,39.134
147.394,-209.111,36.251
177.700,-208.101,34.126
200.926,-199.587,35.108
228.836,-206.675,36.506
262.065,-201.153,40.195
296.546,-203.212,43.156
324.748,-203.040,43.468
350.048,-200.861,42.268
-346.028,-172.563,36.773
-323.241,-177.528,35.766
-289.009,-174.787,35.976
-264.754,-179.225,37.723
-235.616,-176.803,40.493
-207.783,-177.687,42.672
-172.936,-179.358,42.704
-145.407,-175.842,40.420
-117.465,-170.952,37.819
-85.545,-171.433,35.781
-59.530,-179.941,35.459
-26.632,-171.466,37.609
-0.810,-172.525,39.954
30.199,-177.795,42.727
57.692,-179.710,44.209
89.291,-175.957,43.669
116.341,-178.724,41.851
141.103,-176.060,39.704
170.271,-173.573,37.515
203.784,-179.497,37.059
230.450,-176.732,39.370
261.291,-172.480,42.630
289.189,-179.181,43.387
321.228,-170.001,44.613
351.501,-172.188,42.874
-347.458,-141.337,35.888
-325.630,-149.310,34.192
-289.972,-145.194,33.617
-260.505,-143.164,35.105
-232.261,-143.354,37.331
-200.974,-141.186,38.831
-179.743,-147.714,40.092
-141.252,-146.867,37.967
-120.907,-143.927,35.970
-91.481,-143.109,34.273
-57.329,-149.623,34.765
-26.340,-147.361,36.602
-1.294,-145.774,39.667
32.662,-142.610,43.724
62.941,-144.477,46.484
89.573,-146.478,46.168
121.321,-148.133,44.098
146.215,-145.998,41.875
177.310,-148.149,40.449
207.474,-149.967,40.563
230.772,-146.186,42.033
261.290,-150.546,44.403
288.485,-148.712,46.128
319.237,-142.030,46.267
347.763,-150.732,44.013
-354.144,-114.466,36.512
-318.252,-114.761,32.914
-291.758,-113.737,31.639
-265.284,-114.749,32.888
-232.518,-116.934,35.552
-204.912,-114.207,36.600
-172.971,-118.958,36.938
-149.627,-119.741,35.708
-116.308,-114.045,33.006
-90.336,-116.825,32.520
-53.567,-116.420,32.962
-33.161,-119.725,35.003
-3.206,-121.525,39.544
26.910,-111.924,44.135
60.308,-120.404,47.467
87.409,-112.939,48.046
116.361,-117.262,46.142
141.347,-112.256,45.028
178.221,-117.660,42.360
205.461,-121.131,42.328
233.962,-118.628,44.942
258.685,-114.022,46.656
294.574,-119.410,47.695
320.338,-117.239,47.366
354.900,-118.613,43.428
-348.904,-85.099,35.752
-323.755,-90.390,32.518
-295.096,-90.762,30.516
-267.473,-87.995,31.469
-235.421,-90.185,33.650
-202.137,-87.960,35.097
-170.761,-84.622,34.700
-144.222,-83.163,33.105
-116.221,-86.024,32.018
-84.234,-91.786,30.635
-60.257,-85.010,31.692
-31.281,-91.256,35.129
1.997,-83.073,40.354
29.105,-91.696,44.281
57.654,-89.277,47.798
83.413,-82.881,49.742
117.419,-82.992,48.987
147.556,-89.805,45.745
177.563,-87.795,45.192
208.327,-90.685,45.181
234.681,-87.583,46.263
260.980,-89.167,48.399
295.244,-89.202,49.318
318.716,-83.048,48.600
350.501,-87.952,44.227
-351.767,-53.631,35.288
-320.687,-53.452,31.314
-291.241,-59.201,29.400
-263.882,-55.769,30.211
-230.733,-61.298,32.192
-199.890,-58.952,33.504
-178.786,-53.602,33.204
-148.440,-61.750,32.338
-116.144,-62.401,30.972
-83.371,-58.719,29.352
-55.012,-58.350,31.598
-29.078,-60.599,35.156
4.802,-60.896,40.950
28.003,-54.115,45.083
62.127,-54.693,49.108
90.400,-59.184,50.752
116.744,-55.128,49.557
143.819,-57.464,48.666
174.896,-61.847,46.642
202.618,-57.814,46.851
232.887,-60.116,47.723
264.475,-57.615,49.605
294.422,-62.897,50.365
322.886,-55.219,48.476
351.637,-55.126,45.106
-350.047,-33.796,34.940
-319.932,-25.470,31.046
-292.264,-28.907,28.980
-260.276,-30.067,29.661
-236.790,-29.472,31.181
-205.781,-27.240,32.211
-171.482,-25.643,32.394
-147.033,-31.000,31.339
-114.073,-25.443,28.846
-91.816,-27.855,29.337
-53.359,-26.699,31.011
-33.182,-27.829,34.234
-0.563,-27.227,40.292
24.627,-26.205,44.491
57.082,-32.711,49.282
88.159,-26.241,50.747
112.456,-25.458,50.870
143.242,-25.038,48.856
174.611,-31.627,47.502
199.261,-26.120,48.215
235.109,-32.587,49.063
260.956,-28.291,50.697
290.910,-31.666,51.304
317.826,-30.320,49.466
347.372,-28.447,45.623
-345.073,-2.048,34.460
-319.251,-2.255,30.546
-289.809,2.447,28.298
-261.436,-0.033,29.553
-235.471,2.989,30.563
-205.643,1.366,31.882
-173.222,2.209,31.970
-142.450,1.282,30.906
-115.203,-1.911,29.077
-86.704,2.324,28.348
-60.382,2.475,29.898
-32.845,0.394,34.300
0.309,4.135,40.392
26.736,3.247,45.111
61.398,2.466,49.710
83.652,4.629,50.809
121.332,3.601,50.821
150.633,4.673,49.366
173.658,2.907,47.691
204.532,-0.452,48.383
235.057,0.846,49.848
266.903,-3.917,50.776
286.917,3.842,51.350
324.986,-2.786,48.455
353.239,4.094,44.399
-350.917,25.564,35.491
-322.790,29.093,30.605
-287.794,25.523,28.854
-260.795,31.598,29.962
-234.142,31.589,30.562
-205.018,25.157,32.027
-175.919,33.682,31.869
-147.128,28.600,31.521
-113.112,25.160,29.455
-87.055,33.945,28.925
-59.352,26.065,30.075
-25.686,28.714,35.291
1.417,30.138,39.800
32.035,26.602,45.586
58.979,24.853,49.789
84.572,26.326,51.381
114.952,25.642,51.052
140.862,32.751,48.819
171.300,26.673,47.623
205.777,24.424,47.513
236.233,26.546,49.143
259.242,24.691,50.792
291.928,31.623,50.916
323.614,29.299,48.508
350.038,33.621,44.608
-347.168,62.003,34.741
-321.253,62.974,30.971
-291.877,57.350,29.851
-262.597,62.430,29.972
-237.525,59.416,31.229
-206.417,59.664,33.224
-176.748,63.280,33.539
-146.296,59.388,31.658
-114.649,61.861,30.538
-84.810,60.542,29.482
-58.818,55.618,30.806
-29.632,57.493,34.293
-0.732,59.984,39.737
25.693,62.563,44.174
61.651,54.266,48.899
89.888,61.451,50.299
117.531,58.949,49.421
142.056,56.869,48.459
177.503,62.014,46.760
208.851,59.337,46.769
234.113,55.461,48.462
259.742,54.416,50.122
290.342,60.959,50.315
323.906,61.785,48.827
353.184,59.469,44.466
-354.737,91.791,36.621
-323.159,84.304,32.331
-293.577,85.898,30.225
-258.801,88.163,31.738
-236.915,88.832,32.793
-201.706,84.651,34.623
-176.591,86.201,35.055
-143.065,88.176,32.998
-121.141,84.074,31.901
-85.760,85.221,30.838
-58.477,86.920,31.589
-26.617,83.638,35.436
-2.168,89.285,39.611
30.838,82.954,45.032
59.327,82.577,48.184
84.612,83.872,49.131
114.948,82.577,48.888
142.590,86.302,46.937
175.003,90.834,45.200
199.887,91.118,44.368
228.521,91.712,46.388
263.258,88.234,48.613
290.844,83.652,48.912
319.081,90.513,48.146
353.320,91.698,43.517
-346.555,114.100,35.581
-320.594,115.624,32.761
-293.272,114.997,31.769
-262.395,112.807,33.140
-229.274,115.160,35.831
-200.977,119.817,37.079
-178.536,113.639,36.994
-143.231,118.222,35.212
-113.938,116.608,33.597
-84.901,116.156,32.596
-57.688,118.020,33.083
-25.524,117.939,35.863
-4.317,116.089,39.127
26.913,112.228,44.084
56.437,116.186,46.588
90.817,112.434,48.304
120.220,117.817,46.166
145.460,117.210,44.681
178.959,116.164,43.205
205.685,114.882,43.177
229.842,112.285,44.257
266.491,115.101,47.180
291.712,113.392,47.720
320.211,116.061,47.081
346.587,115.395,44.260
-350.912,144.217,36.738
-317.941,147.306,33.676
-295.722,147.617,33.689
-260.263,147.399,36.190
-229.601,144.167,38.069
-207.752,144.332,39.751
-173.015,144.753,39.557
-141.453,143.929,37.390
-113.750,148.965,35.843
-84.210,148.221,34.192
-58.069,147.294,34.072
-30.548,144.459,35.830
-2.858,150.310,39.611
26.432,142.209,43.019
61.778,141.845,46.509
90.851,149.670,45.216
115.034,148.496,43.895
144.601,142.456,42.702
177.711,148.924,39.680
203.543,144.942,40.683
230.709,145.275,41.783
264.985,145.323,44.769
289.761,148.920,45.830
324.184,144.512,46.154
354.844,145.450,42.658
-351.181,175.275,37.779
-317.664,178.013,35.157
-294.167,176.412,36.095
-261.955,171.026,37.871
-229.822,172.851,40.843
-206.439,179.053,42.319
-175.625,179.464,42.620
-146.322,173.496,40.097
-121.134,175.020,38.145
-82.555,173.749,35.071
-54.025,178.392,35.807
-26.253,171.376,36.976
3.298,176.961,40.000
31.222,174.486,42.680
54.126,172.559,44.933
87.988,177.272,44.013
112.779,172.881,42.325
141.311,174.198,40.086
174.571,171.109,38.366
205.134,170.164,38.165
230.753,171.436,39.557
263.648,172.406,42.429
293.310,170.856,45.072
316.510,175.261,44.638
354.883,175.542,42.227
-350.299,205.523,38.380
-323.297,199.329,36.861
-293.219,206.496,37.817
-259.785,206.519,40.481
-237.890,204.627,43.106
-207.416,206.958,45.342
-173.046,205.484,45.696
-150.202,206.929,44.004
-118.732,199.605,39.937
-92.081,208.500,38.420
-53.442,204.597,36.555
-26.634,201.078,37.663
2.808,207.825,40.067
25.411,202.847,42.462
60.766,208.113,42.934
92.237,204.129,41.881
120.910,204.359,39.438
148.104,199.956,36.894
178.223,204.621,34.351
199.967,205.776,34.256
234.360,203.428,37.161
261.015,199.590,40.418
290.192,209.148,41.718
325.634,208.646,42.579
351.375,202.800,42.389
-348.206,237.861,38.146
-319.758,236.146,37.704
-295.994,236.118,39.170
-263.671,234.006,42.489
-231.543,237.822,46.260
-201.536,234.073,48.241
-176.020,234.829,48.051
-149.699,235.690,46.621
-117.797,233.950,42.670
-89.897,232.796,40.326
-60.478,237.498,38.299
-32.940,236.862,38.294
3.987,232.784,39.842
30.986,236.789,41.417
56.808,228.983,42.186
91.413,236.847,39.986
120.940,234.710,36.953
145.921,229.547,33.986
171.389,236.237,31.285
204.707,232.022,32.409
233.850,234.453,33.726
260.593,238.329,37.144
291.924,236.025,40.707
316.571,238.057,41.811
349.500,235.134,41.350
-346.220,265.303,39.175
-324.014,267.163,39.179
-287.560,258.054,40.934
-265.970,259.147,43.714
-231.240,260.960,48.753
-200.217,265.959,50.765
-173.649,263.008,50.281
-147.805,262.835,48.676
-119.980,266.916,45.226
-85.913,264.706,41.425
-54.908,263.136,39.492
-33.883,257.955,38.973
0.768,264.011,40.299
28.333,263.890,40.950
59.605,260.397,41.219
87.329,265.547,38.678
114.641,258.230,35.270
145.229,262.343,31.343
176.067,260.626,29.660
206.509,266.108,29.724
229.641,261.205,31.561
260.691,262.165,34.996
289.146,258.468,38.617
319.675,263.654,40.477
353.653,259.097,40.744
-349.223,289.794,39.761
-320.851,291.814,40.159
-293.581,286.898,42.582
-262.446,296.334,46.280
-234.804,287.172,49.747
-200.343,293.209,52.944
-174.633,295.138,52.946
-142.009,293.942,50.408
-118.007,290.672,46.823
-90.553,292.199,42.748
-58.291,294.311,40.130
-24.276,293.471,39.188
4.751,290.606,40.412
27.558,296.056,40.664
55.324,291.758,39.882
82.953,288.037,37.695
116.404,291.237,33.547
145.988,289.946,29.745
171.625,296.573,27.278
202.159,290.030,27.633
233.657,293.754,29.508
265.657,290.350,34.369
296.466,292.504,38.224
323.087,293.547,39.426
349.746,296.337,40.688
-347.238,321.610,40.150
-319.998,317.538,40.999
-290.469,324.245,43.498
-260.693,316.149,48.169
-237.234,316.023,50.825
-207.652,322.738,54.117
-172.250,325.039,54.841
-143.475,316.456,51.135
-119.593,319.084,48.483
-87.245,318.971,43.457
-54.212,319.257,40.591
-26.447,323.043,40.050
1.933,321.934,39.712
26.632,321.414,39.832
63.062,318.809,38.463
84.573,322.883,36.243
115.155,325.170,32.409
143.568,317.052,28.641
173.797,325.635,25.749
208.713,323.879,25.600
231.210,322.975,27.791
261.924,318.398,32.352
288.687,321.219,36.449
322.795,317.206,39.422
350.868,318.258,40.313
-349.690,351.379,39.675
-321.700,352.174,40.893
-288.959,345.052,44.570
-258.209,349.069,49.511
-229.549,349.774,52.786
-199.528,348.212,55.602
-170.921,345.895,55.169
-145.482,352.231,53.337
-112.534,346.751,48.462
-90.742,354.196,45.518
-59.363,349.954,42.005
-24.545,354.260,40.467
-4.907,350.680,39.597
33.997,347.846,40.238
58.766,349.939,38.916
91.011,349.680,34.700
112.793,346.625,31.842
143.406,346.862,27.707
177.908,350.678,24.729
200.922,353.561,24.880
236.603,350.153,27.374
264.193,346.848,31.519
289.903,347.480,35.323
318.189,352.538,38.903
348.019,352.229,39.354
